"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000127472","HAVANA","gene",NA,NA,"ENSG00000127472","protein_coding","PLA2G5","2","HGNC:9038","OTTHUMG00000002698.4"
"ENSG00000127481","HAVANA","gene",NA,NA,"ENSG00000127481","protein_coding","UBR4","2","HGNC:30313","OTTHUMG00000002498.6"
"ENSG00000127483","HAVANA","gene",NA,NA,"ENSG00000127483","protein_coding","HP1BP3","2","HGNC:24973","OTTHUMG00000002622.10"
"ENSG00000127507","HAVANA","gene",NA,NA,"ENSG00000127507","protein_coding","ADGRE2","1","HGNC:3337","OTTHUMG00000183408.4"
"ENSG00000127511","HAVANA","gene",NA,NA,"ENSG00000127511","protein_coding","SIN3B","1","HGNC:19354","OTTHUMG00000182642.2"
"ENSG00000127526","HAVANA","gene",NA,NA,"ENSG00000127526","protein_coding","SLC35E1","1","HGNC:20803","OTTHUMG00000152575.7"
"ENSG00000127527","HAVANA","gene",NA,NA,"ENSG00000127527","protein_coding","EPS15L1","1","HGNC:24634","OTTHUMG00000182361.3"
"ENSG00000127528","HAVANA","gene",NA,NA,"ENSG00000127528","protein_coding","KLF2","2","HGNC:6347","OTTHUMG00000182330.1"
"ENSG00000127530","HAVANA","gene",NA,NA,"ENSG00000127530","protein_coding","OR7C1","2","HGNC:8373","OTTHUMG00000183411.3"
"ENSG00000127533","HAVANA","gene",NA,NA,"ENSG00000127533","protein_coding","F2RL3","1","HGNC:3540","OTTHUMG00000182647.2"
"ENSG00000127540","HAVANA","gene",NA,NA,"ENSG00000127540","protein_coding","UQCR11","2","HGNC:30862","OTTHUMG00000180084.6"
"ENSG00000127554","HAVANA","gene",NA,NA,"ENSG00000127554","protein_coding","GFER","2","HGNC:4236","OTTHUMG00000176896.2"
"ENSG00000127561","HAVANA","gene",NA,NA,"ENSG00000127561","protein_coding","SYNGR3","2","HGNC:11501","OTTHUMG00000128711.5"
"ENSG00000127564","HAVANA","gene",NA,NA,"ENSG00000127564","protein_coding","PKMYT1","1","HGNC:29650","OTTHUMG00000128975.4"
"ENSG00000127578","HAVANA","gene",NA,NA,"ENSG00000127578","protein_coding","WFIKKN1","2","HGNC:30912","OTTHUMG00000090359.4"
"ENSG00000127580","HAVANA","gene",NA,NA,"ENSG00000127580","protein_coding","WDR24","2","HGNC:20852","OTTHUMG00000090421.5"
"ENSG00000127585","HAVANA","gene",NA,NA,"ENSG00000127585","protein_coding","FBXL16","2","HGNC:14150","OTTHUMG00000090420.4"
"ENSG00000127586","HAVANA","gene",NA,NA,"ENSG00000127586","protein_coding","CHTF18","2","HGNC:18435","OTTHUMG00000047838.6"
"ENSG00000127588","HAVANA","gene",NA,NA,"ENSG00000127588","protein_coding","GNG13","2","HGNC:14131","OTTHUMG00000047839.4"
"ENSG00000127603","HAVANA","gene",NA,NA,"ENSG00000127603","protein_coding","MACF1","1","HGNC:13664","OTTHUMG00000007754.17"
"ENSG00000127616","HAVANA","gene",NA,NA,"ENSG00000127616","protein_coding","SMARCA4","1","HGNC:11100","OTTHUMG00000169272.16"
"ENSG00000127663","HAVANA","gene",NA,NA,"ENSG00000127663","protein_coding","KDM4B","2","HGNC:29136","OTTHUMG00000180281.5"
"ENSG00000127666","HAVANA","gene",NA,NA,"ENSG00000127666","protein_coding","TICAM1","2","HGNC:18348","OTTHUMG00000180248.1"
"ENSG00000127720","HAVANA","gene",NA,NA,"ENSG00000127720","protein_coding","METTL25","1","HGNC:26228","OTTHUMG00000170252.3"
"ENSG00000127743","HAVANA","gene",NA,NA,"ENSG00000127743","protein_coding","IL17B","2","HGNC:5982","OTTHUMG00000130051.4"
"ENSG00000127774","HAVANA","gene",NA,NA,"ENSG00000127774","protein_coding","EMC6","2","HGNC:28430","OTTHUMG00000180187.2"
"ENSG00000127804","HAVANA","gene",NA,NA,"ENSG00000127804","protein_coding","METTL16","1","HGNC:28484","OTTHUMG00000177564.11"
"ENSG00000127824","HAVANA","gene",NA,NA,"ENSG00000127824","protein_coding","TUBA4A","1","HGNC:12407","OTTHUMG00000133126.7"
"ENSG00000127831","HAVANA","gene",NA,NA,"ENSG00000127831","protein_coding","VIL1","1","HGNC:12690","OTTHUMG00000133112.6"
"ENSG00000127837","HAVANA","gene",NA,NA,"ENSG00000127837","protein_coding","AAMP","1","HGNC:18","OTTHUMG00000155202.3"
"ENSG00000127838","HAVANA","gene",NA,NA,"ENSG00000127838","protein_coding","PNKD","2","HGNC:9153","OTTHUMG00000133110.4"
"ENSG00000127863","HAVANA","gene",NA,NA,"ENSG00000127863","protein_coding","TNFRSF19","2","HGNC:11915","OTTHUMG00000016568.3"
"ENSG00000127870","HAVANA","gene",NA,NA,"ENSG00000127870","protein_coding","RNF6","2","HGNC:10069","OTTHUMG00000016614.5"
"ENSG00000127884","HAVANA","gene",NA,NA,"ENSG00000127884","protein_coding","ECHS1","2","HGNC:3151","OTTHUMG00000019320.2"
"ENSG00000127903","HAVANA","gene",NA,NA,"ENSG00000127903","protein_coding","ZNF835","2","HGNC:34332","OTTHUMG00000182158.5"
"ENSG00000127914","HAVANA","gene",NA,NA,"ENSG00000127914","protein_coding","AKAP9","1","HGNC:379","OTTHUMG00000131127.6"
"ENSG00000127920","HAVANA","gene",NA,NA,"ENSG00000127920","protein_coding","GNG11","2","HGNC:4403","OTTHUMG00000023411.5"
"ENSG00000127922","HAVANA","gene",NA,NA,"ENSG00000127922","protein_coding","SEM1","2","HGNC:10845","OTTHUMG00000150680.8"
"ENSG00000127928","HAVANA","gene",NA,NA,"ENSG00000127928","protein_coding","GNGT1","2","HGNC:4411","OTTHUMG00000022908.5"
"ENSG00000127946","HAVANA","gene",NA,NA,"ENSG00000127946","protein_coding","HIP1","1","HGNC:4913","OTTHUMG00000156050.6"
"ENSG00000127947","HAVANA","gene",NA,NA,"ENSG00000127947","protein_coding","PTPN12","1","HGNC:9645","OTTHUMG00000023501.10"
"ENSG00000127948","HAVANA","gene",NA,NA,"ENSG00000127948","protein_coding","POR","2","HGNC:9208","OTTHUMG00000130413.34"
"ENSG00000127951","HAVANA","gene",NA,NA,"ENSG00000127951","protein_coding","FGL2","2","HGNC:3696","OTTHUMG00000130681.3"
"ENSG00000127952","HAVANA","gene",NA,NA,"ENSG00000127952","protein_coding","STYXL1","1","HGNC:18165","OTTHUMG00000130459.5"
"ENSG00000127954","HAVANA","gene",NA,NA,"ENSG00000127954","protein_coding","STEAP4","2","HGNC:21923","OTTHUMG00000153853.7"
"ENSG00000127955","HAVANA","gene",NA,NA,"ENSG00000127955","protein_coding","GNAI1","2","HGNC:4384","OTTHUMG00000023523.17"
"ENSG00000127980","HAVANA","gene",NA,NA,"ENSG00000127980","protein_coding","PEX1","1","HGNC:8850","OTTHUMG00000023926.7"
"ENSG00000127989","HAVANA","gene",NA,NA,"ENSG00000127989","protein_coding","MTERF1","2","HGNC:21463","OTTHUMG00000156057.3"
"ENSG00000127990","HAVANA","gene",NA,NA,"ENSG00000127990","protein_coding","SGCE","2","HGNC:10808","OTTHUMG00000022828.19"
"ENSG00000127993","HAVANA","gene",NA,NA,"ENSG00000127993","protein_coding","RBM48","1","HGNC:21785","OTTHUMG00000159535.4"
"ENSG00000127995","HAVANA","gene",NA,NA,"ENSG00000127995","protein_coding","CASD1","2","HGNC:16014","OTTHUMG00000023356.6"
"ENSG00000128000","HAVANA","gene",NA,NA,"ENSG00000128000","protein_coding","ZNF780B","1","HGNC:33109","OTTHUMG00000155118.5"
"ENSG00000128011","HAVANA","gene",NA,NA,"ENSG00000128011","protein_coding","LRFN1","2","HGNC:29290","OTTHUMG00000182808.1"
"ENSG00000128016","HAVANA","gene",NA,NA,"ENSG00000128016","protein_coding","ZFP36","1","HGNC:12862","OTTHUMG00000182970.4"
"ENSG00000128039","HAVANA","gene",NA,NA,"ENSG00000128039","protein_coding","SRD5A3","2","HGNC:25812","OTTHUMG00000128733.3"
"ENSG00000128040","HAVANA","gene",NA,NA,"ENSG00000128040","protein_coding","SPINK2","2","HGNC:11245","OTTHUMG00000128769.3"
"ENSG00000128045","HAVANA","gene",NA,NA,"ENSG00000128045","protein_coding","RASL11B","2","HGNC:23804","OTTHUMG00000102097.5"
"ENSG00000128050","HAVANA","gene",NA,NA,"ENSG00000128050","protein_coding","PAICS","1","HGNC:8587","OTTHUMG00000160957.4"
"ENSG00000128052","HAVANA","gene",NA,NA,"ENSG00000128052","protein_coding","KDR","2","HGNC:6307","OTTHUMG00000128734.6"
"ENSG00000128059","HAVANA","gene",NA,NA,"ENSG00000128059","protein_coding","PPAT","2","HGNC:9238","OTTHUMG00000128842.2"
"ENSG00000128159","HAVANA","gene",NA,NA,"ENSG00000128159","protein_coding","TUBGCP6","1","HGNC:18127","OTTHUMG00000030150.7"
"ENSG00000128165","HAVANA","gene",NA,NA,"ENSG00000128165","protein_coding","ADM2","2","HGNC:28898","OTTHUMG00000150202.2"
"ENSG00000128185","HAVANA","gene",NA,NA,"ENSG00000128185","protein_coding","DGCR6L","2","HGNC:18551","OTTHUMG00000150583.4"
"ENSG00000128191","HAVANA","gene",NA,NA,"ENSG00000128191","protein_coding","DGCR8","2","HGNC:2847","OTTHUMG00000150503.4"
"ENSG00000128203","HAVANA","gene",NA,NA,"ENSG00000128203","protein_coding","ASPHD2","2","HGNC:30437","OTTHUMG00000150884.2"
"ENSG00000128218","HAVANA","gene",NA,NA,"ENSG00000128218","protein_coding","VPREB3","1","HGNC:12710","OTTHUMG00000150738.3"
"ENSG00000128228","HAVANA","gene",NA,NA,"ENSG00000128228","protein_coding","SDF2L1","2","HGNC:10676","OTTHUMG00000150820.2"
"ENSG00000128242","HAVANA","gene",NA,NA,"ENSG00000128242","protein_coding","GAL3ST1","1","HGNC:24240","OTTHUMG00000151200.4"
"ENSG00000128245","HAVANA","gene",NA,NA,"ENSG00000128245","protein_coding","YWHAH","1","HGNC:12853","OTTHUMG00000030833.10"
"ENSG00000128253","HAVANA","gene",NA,NA,"ENSG00000128253","protein_coding","RFPL2","2","HGNC:9979","OTTHUMG00000030374.5"
"ENSG00000128266","HAVANA","gene",NA,NA,"ENSG00000128266","protein_coding","GNAZ","2","HGNC:4395","OTTHUMG00000150611.6"
"ENSG00000128268","HAVANA","gene",NA,NA,"ENSG00000128268","protein_coding","MGAT3","1","HGNC:7046","OTTHUMG00000030185.6"
"ENSG00000128271","HAVANA","gene",NA,NA,"ENSG00000128271","protein_coding","ADORA2A","2","HGNC:263","OTTHUMG00000150761.6"
"ENSG00000128272","HAVANA","gene",NA,NA,"ENSG00000128272","protein_coding","ATF4","2","HGNC:786","OTTHUMG00000151099.2"
"ENSG00000128274","HAVANA","gene",NA,NA,"ENSG00000128274","protein_coding","A4GALT","2","HGNC:18149","OTTHUMG00000150744.7"
"ENSG00000128283","HAVANA","gene",NA,NA,"ENSG00000128283","protein_coding","CDC42EP1","2","HGNC:17014","OTTHUMG00000150591.6"
"ENSG00000128284","HAVANA","gene",NA,NA,"ENSG00000128284","protein_coding","APOL3","1","HGNC:14868","OTTHUMG00000150632.19"
"ENSG00000128285","HAVANA","gene",NA,NA,"ENSG00000128285","protein_coding","MCHR1","1","HGNC:4479","OTTHUMG00000150256.1"
"ENSG00000128294","HAVANA","gene",NA,NA,"ENSG00000128294","protein_coding","TPST2","2","HGNC:12021","OTTHUMG00000150987.6"
"ENSG00000128298","HAVANA","gene",NA,NA,"ENSG00000128298","protein_coding","BAIAP2L2","1","HGNC:26203","OTTHUMG00000151197.5"
"ENSG00000128309","HAVANA","gene",NA,NA,"ENSG00000128309","protein_coding","MPST","1","HGNC:7223","OTTHUMG00000150543.2"
"ENSG00000128310","HAVANA","gene",NA,NA,"ENSG00000128310","protein_coding","GALR3","2","HGNC:4134","OTTHUMG00000150658.2"
"ENSG00000128311","HAVANA","gene",NA,NA,"ENSG00000128311","protein_coding","TST","2","HGNC:12388","OTTHUMG00000150533.5"
"ENSG00000128322","HAVANA","gene",NA,NA,"ENSG00000128322","protein_coding","IGLL1","2","HGNC:5870","OTTHUMG00000150673.3"
"ENSG00000128335","HAVANA","gene",NA,NA,"ENSG00000128335","protein_coding","APOL2","2","HGNC:619","OTTHUMG00000150634.6"
"ENSG00000128340","HAVANA","gene",NA,NA,"ENSG00000128340","protein_coding","RAC2","1","HGNC:9802","OTTHUMG00000150540.3"
"ENSG00000128342","HAVANA","gene",NA,NA,"ENSG00000128342","protein_coding","LIF","2","HGNC:6596","OTTHUMG00000150910.3"
"ENSG00000128346","HAVANA","gene",NA,NA,"ENSG00000128346","protein_coding","C22orf23","2","HGNC:18589","OTTHUMG00000150672.4"
"ENSG00000128383","HAVANA","gene",NA,NA,"ENSG00000128383","protein_coding","APOBEC3A","2","HGNC:17343","OTTHUMG00000151004.4"
"ENSG00000128394","HAVANA","gene",NA,NA,"ENSG00000128394","protein_coding","APOBEC3F","1","HGNC:17356","OTTHUMG00000151080.4"
"ENSG00000128408","HAVANA","gene",NA,NA,"ENSG00000128408","protein_coding","RIBC2","2","HGNC:13241","OTTHUMG00000151332.4"
"ENSG00000128422","HAVANA","gene",NA,NA,"ENSG00000128422","protein_coding","KRT17","2","HGNC:6427","OTTHUMG00000133505.5"
"ENSG00000128463","HAVANA","gene",NA,NA,"ENSG00000128463","protein_coding","EMC4","1","HGNC:28032","OTTHUMG00000129411.4"
"ENSG00000128482","HAVANA","gene",NA,NA,"ENSG00000128482","protein_coding","RNF112","2","HGNC:12968","OTTHUMG00000059601.9"
"ENSG00000128487","HAVANA","gene",NA,NA,"ENSG00000128487","protein_coding","SPECC1","1","HGNC:30615","OTTHUMG00000179808.4"
"ENSG00000128510","HAVANA","gene",NA,NA,"ENSG00000128510","protein_coding","CPA4","1","HGNC:15740","OTTHUMG00000157825.5"
"ENSG00000128512","HAVANA","gene",NA,NA,"ENSG00000128512","protein_coding","DOCK4","1","HGNC:19192","OTTHUMG00000155077.9"
"ENSG00000128513","HAVANA","gene",NA,NA,"ENSG00000128513","protein_coding","POT1","2","HGNC:17284","OTTHUMG00000157194.21"
"ENSG00000128524","HAVANA","gene",NA,NA,"ENSG00000128524","protein_coding","ATP6V1F","1","HGNC:16832","OTTHUMG00000158365.2"
"ENSG00000128534","HAVANA","gene",NA,NA,"ENSG00000128534","protein_coding","LSM8","2","HGNC:20471","OTTHUMG00000156956.5"
"ENSG00000128536","HAVANA","gene",NA,NA,"ENSG00000128536","protein_coding","CDHR3","2","HGNC:26308","OTTHUMG00000157520.3"
"ENSG00000128563","HAVANA","gene",NA,NA,"ENSG00000128563","protein_coding","PRKRIP1","1","HGNC:21894","OTTHUMG00000157717.1"
"ENSG00000128564","HAVANA","gene",NA,NA,"ENSG00000128564","protein_coding","VGF","2","HGNC:12684","OTTHUMG00000157109.3"
"ENSG00000128567","HAVANA","gene",NA,NA,"ENSG00000128567","protein_coding","PODXL","2","HGNC:9171","OTTHUMG00000154918.5"
"ENSG00000128573","HAVANA","gene",NA,NA,"ENSG00000128573","protein_coding","FOXP2","2","HGNC:13875","OTTHUMG00000023131.19"
"ENSG00000128578","HAVANA","gene",NA,NA,"ENSG00000128578","protein_coding","STRIP2","2","HGNC:22209","OTTHUMG00000157695.2"
"ENSG00000128581","HAVANA","gene",NA,NA,"ENSG00000128581","protein_coding","IFT22","2","HGNC:21895","OTTHUMG00000157136.4"
"ENSG00000128585","HAVANA","gene",NA,NA,"ENSG00000128585","protein_coding","MKLN1","1","HGNC:7109","OTTHUMG00000154880.7"
"ENSG00000128590","HAVANA","gene",NA,NA,"ENSG00000128590","protein_coding","DNAJB9","1","HGNC:6968","OTTHUMG00000154866.2"
"ENSG00000128591","HAVANA","gene",NA,NA,"ENSG00000128591","protein_coding","FLNC","2","HGNC:3756","OTTHUMG00000023627.3"
"ENSG00000128594","HAVANA","gene",NA,NA,"ENSG00000128594","protein_coding","LRRC4","1","HGNC:15586","OTTHUMG00000157563.4"
"ENSG00000128595","HAVANA","gene",NA,NA,"ENSG00000128595","protein_coding","CALU","2","HGNC:1458","OTTHUMG00000158274.4"
"ENSG00000128596","HAVANA","gene",NA,NA,"ENSG00000128596","protein_coding","CCDC136","1","HGNC:22225","OTTHUMG00000158310.4"
"ENSG00000128602","HAVANA","gene",NA,NA,"ENSG00000128602","protein_coding","SMO","2","HGNC:11119","OTTHUMG00000158421.4"
"ENSG00000128604","HAVANA","gene",NA,NA,"ENSG00000128604","protein_coding","IRF5","2","HGNC:6120","OTTHUMG00000158410.7"
"ENSG00000128606","HAVANA","gene",NA,NA,"ENSG00000128606","protein_coding","LRRC17","1","HGNC:16895","OTTHUMG00000157210.4"
"ENSG00000128607","HAVANA","gene",NA,NA,"ENSG00000128607","protein_coding","KLHDC10","2","HGNC:22194","OTTHUMG00000157654.4"
"ENSG00000128609","HAVANA","gene",NA,NA,"ENSG00000128609","protein_coding","NDUFA5","2","HGNC:7688","OTTHUMG00000157348.3"
"ENSG00000128626","HAVANA","gene",NA,NA,"ENSG00000128626","protein_coding","MRPS12","2","HGNC:10380","OTTHUMG00000182692.2"
"ENSG00000128641","HAVANA","gene",NA,NA,"ENSG00000128641","protein_coding","MYO1B","1","HGNC:7596","OTTHUMG00000132718.11"
"ENSG00000128645","HAVANA","gene",NA,NA,"ENSG00000128645","protein_coding","HOXD1","2","HGNC:5132","OTTHUMG00000132512.6"
"ENSG00000128652","HAVANA","gene",NA,NA,"ENSG00000128652","protein_coding","HOXD3","2","HGNC:5137","OTTHUMG00000187566.2"
"ENSG00000128654","HAVANA","gene",NA,NA,"ENSG00000128654","protein_coding","MTX2","2","HGNC:7506","OTTHUMG00000132514.9"
"ENSG00000128655","HAVANA","gene",NA,NA,"ENSG00000128655","protein_coding","PDE11A","2","HGNC:8773","OTTHUMG00000154188.8"
"ENSG00000128656","HAVANA","gene",NA,NA,"ENSG00000128656","protein_coding","CHN1","2","HGNC:1943","OTTHUMG00000154225.36"
"ENSG00000128683","HAVANA","gene",NA,NA,"ENSG00000128683","protein_coding","GAD1","2","HGNC:4092","OTTHUMG00000044175.9"
"ENSG00000128694","HAVANA","gene",NA,NA,"ENSG00000128694","protein_coding","OSGEPL1","2","HGNC:23075","OTTHUMG00000164096.3"
"ENSG00000128699","HAVANA","gene",NA,NA,"ENSG00000128699","protein_coding","ORMDL1","2","HGNC:16036","OTTHUMG00000132661.5"
"ENSG00000128708","HAVANA","gene",NA,NA,"ENSG00000128708","protein_coding","HAT1","2","HGNC:4821","OTTHUMG00000132282.6"
"ENSG00000128709","HAVANA","gene",NA,NA,"ENSG00000128709","protein_coding","HOXD9","2","HGNC:5140","OTTHUMG00000132516.6"
"ENSG00000128710","HAVANA","gene",NA,NA,"ENSG00000128710","protein_coding","HOXD10","1","HGNC:5133","OTTHUMG00000132511.5"
"ENSG00000128713","HAVANA","gene",NA,NA,"ENSG00000128713","protein_coding","HOXD11","1","HGNC:5134","OTTHUMG00000132510.6"
"ENSG00000128714","HAVANA","gene",NA,NA,"ENSG00000128714","protein_coding","HOXD13","1","HGNC:5136","OTTHUMG00000132431.6"
"ENSG00000128731","HAVANA","gene",NA,NA,"ENSG00000128731","protein_coding","HERC2","1","HGNC:4868","OTTHUMG00000129251.7"
"ENSG00000128739","HAVANA","gene",NA,NA,"ENSG00000128739","protein_coding","SNRPN","1","HGNC:11164","OTTHUMG00000129180.46"
"ENSG00000128789","HAVANA","gene",NA,NA,"ENSG00000128789","protein_coding","PSMG2","2","HGNC:24929","OTTHUMG00000131703.5"
"ENSG00000128791","HAVANA","gene",NA,NA,"ENSG00000128791","protein_coding","TWSG1","2","HGNC:12429","OTTHUMG00000131597.5"
"ENSG00000128805","HAVANA","gene",NA,NA,"ENSG00000128805","protein_coding","ARHGAP22","1","HGNC:30320","OTTHUMG00000018176.5"
"ENSG00000128815","HAVANA","gene",NA,NA,"ENSG00000128815","protein_coding","WDFY4","2","HGNC:29323","OTTHUMG00000018180.6"
"ENSG00000128829","HAVANA","gene",NA,NA,"ENSG00000128829","protein_coding","EIF2AK4","1","HGNC:19687","OTTHUMG00000172403.3"
"ENSG00000128833","HAVANA","gene",NA,NA,"ENSG00000128833","protein_coding","MYO5C","2","HGNC:7604","OTTHUMG00000172630.3"
"ENSG00000128849","HAVANA","gene",NA,NA,"ENSG00000128849","protein_coding","CGNL1","2","HGNC:25931","OTTHUMG00000166485.3"
"ENSG00000128872","HAVANA","gene",NA,NA,"ENSG00000128872","protein_coding","TMOD2","2","HGNC:11872","OTTHUMG00000131805.3"
"ENSG00000128881","HAVANA","gene",NA,NA,"ENSG00000128881","protein_coding","TTBK2","1","HGNC:19141","OTTHUMG00000175802.5"
"ENSG00000128886","HAVANA","gene",NA,NA,"ENSG00000128886","protein_coding","ELL3","2","HGNC:23113","OTTHUMG00000059936.6"
"ENSG00000128891","HAVANA","gene",NA,NA,"ENSG00000128891","protein_coding","CCDC32","1","HGNC:28295","OTTHUMG00000129993.5"
"ENSG00000128908","HAVANA","gene",NA,NA,"ENSG00000128908","protein_coding","INO80","2","HGNC:26956","OTTHUMG00000130209.6"
"ENSG00000128915","HAVANA","gene",NA,NA,"ENSG00000128915","protein_coding","ICE2","2","HGNC:29885","OTTHUMG00000132764.4"
"ENSG00000128917","HAVANA","gene",NA,NA,"ENSG00000128917","protein_coding","DLL4","2","HGNC:2910","OTTHUMG00000172511.3"
"ENSG00000128918","HAVANA","gene",NA,NA,"ENSG00000128918","protein_coding","ALDH1A2","2","HGNC:15472","OTTHUMG00000132624.6"
"ENSG00000128923","HAVANA","gene",NA,NA,"ENSG00000128923","protein_coding","MINDY2","2","HGNC:26954","OTTHUMG00000171983.3"
"ENSG00000128928","HAVANA","gene",NA,NA,"ENSG00000128928","protein_coding","IVD","1","HGNC:6186","OTTHUMG00000129984.10"
"ENSG00000128944","HAVANA","gene",NA,NA,"ENSG00000128944","protein_coding","KNSTRN","2","HGNC:30767","OTTHUMG00000172454.3"
"ENSG00000128951","HAVANA","gene",NA,NA,"ENSG00000128951","protein_coding","DUT","1","HGNC:3078","OTTHUMG00000172155.4"
"ENSG00000128965","HAVANA","gene",NA,NA,"ENSG00000128965","protein_coding","CHAC1","2","HGNC:28680","OTTHUMG00000130208.11"
"ENSG00000128973","HAVANA","gene",NA,NA,"ENSG00000128973","protein_coding","CLN6","2","HGNC:2077","OTTHUMG00000133286.7"
"ENSG00000128989","HAVANA","gene",NA,NA,"ENSG00000128989","protein_coding","ARPP19","1","HGNC:16967","OTTHUMG00000172677.3"
"ENSG00000129003","HAVANA","gene",NA,NA,"ENSG00000129003","protein_coding","VPS13C","2","HGNC:23594","OTTHUMG00000132801.5"
"ENSG00000129007","HAVANA","gene",NA,NA,"ENSG00000129007","protein_coding","CALML4","1","HGNC:18445","OTTHUMG00000133287.7"
"ENSG00000129009","HAVANA","gene",NA,NA,"ENSG00000129009","protein_coding","ISLR","2","HGNC:6133","OTTHUMG00000137623.7"
"ENSG00000129028","HAVANA","gene",NA,NA,"ENSG00000129028","protein_coding","THAP10","2","HGNC:23193","OTTHUMG00000133388.3"
"ENSG00000129038","HAVANA","gene",NA,NA,"ENSG00000129038","protein_coding","LOXL1","2","HGNC:6665","OTTHUMG00000137595.5"
"ENSG00000129048","HAVANA","gene",NA,NA,"ENSG00000129048","protein_coding","ACKR4","2","HGNC:1611","OTTHUMG00000159768.4"
"ENSG00000129055","HAVANA","gene",NA,NA,"ENSG00000129055","protein_coding","ANAPC13","2","HGNC:24540","OTTHUMG00000159803.1"
"ENSG00000129071","HAVANA","gene",NA,NA,"ENSG00000129071","protein_coding","MBD4","2","HGNC:6919","OTTHUMG00000159463.4"
"ENSG00000129083","HAVANA","gene",NA,NA,"ENSG00000129083","protein_coding","COPB1","1","HGNC:2231","OTTHUMG00000165824.2"
"ENSG00000129084","HAVANA","gene",NA,NA,"ENSG00000129084","protein_coding","PSMA1","1","HGNC:9530","OTTHUMG00000165825.6"
"ENSG00000129103","HAVANA","gene",NA,NA,"ENSG00000129103","protein_coding","SUMF2","1","HGNC:20415","OTTHUMG00000129373.10"
"ENSG00000129116","HAVANA","gene",NA,NA,"ENSG00000129116","protein_coding","PALLD","1","HGNC:17068","OTTHUMG00000161097.11"
"ENSG00000129128","HAVANA","gene",NA,NA,"ENSG00000129128","protein_coding","SPCS3","2","HGNC:26212","OTTHUMG00000160789.2"
"ENSG00000129151","HAVANA","gene",NA,NA,"ENSG00000129151","protein_coding","BBOX1","2","HGNC:964","OTTHUMG00000166121.6"
"ENSG00000129152","HAVANA","gene",NA,NA,"ENSG00000129152","protein_coding","MYOD1","2","HGNC:7611","OTTHUMG00000166358.2"
"ENSG00000129158","HAVANA","gene",NA,NA,"ENSG00000129158","protein_coding","SERGEF","1","HGNC:17499","OTTHUMG00000166420.3"
"ENSG00000129159","HAVANA","gene",NA,NA,"ENSG00000129159","protein_coding","KCNC1","1","HGNC:6233","OTTHUMG00000166359.2"
"ENSG00000129167","HAVANA","gene",NA,NA,"ENSG00000129167","protein_coding","TPH1","2","HGNC:12008","OTTHUMG00000166421.2"
"ENSG00000129170","HAVANA","gene",NA,NA,"ENSG00000129170","protein_coding","CSRP3","2","HGNC:2472","OTTHUMG00000166100.5"
"ENSG00000129173","HAVANA","gene",NA,NA,"ENSG00000129173","protein_coding","E2F8","1","HGNC:24727","OTTHUMG00000166102.5"
"ENSG00000129187","HAVANA","gene",NA,NA,"ENSG00000129187","protein_coding","DCTD","2","HGNC:2710","OTTHUMG00000160685.4"
"ENSG00000129194","HAVANA","gene",NA,NA,"ENSG00000129194","protein_coding","SOX15","2","HGNC:11196","OTTHUMG00000178146.2"
"ENSG00000129195","HAVANA","gene",NA,NA,"ENSG00000129195","protein_coding","PIMREG","1","HGNC:25483","OTTHUMG00000177832.6"
