"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000261649","HAVANA","gene",NA,NA,"ENSG00000261649","protein_coding","GOLGA6L7","2","HGNC:37442","OTTHUMG00000176345.2"
"ENSG00000261652","HAVANA","gene",NA,NA,"ENSG00000261652","protein_coding","C15orf65","2","HGNC:44654","OTTHUMG00000172679.3"
"ENSG00000261678","HAVANA","gene",NA,NA,"ENSG00000261678","protein_coding","SCRT1","2","HGNC:15950","OTTHUMG00000165229.5"
"ENSG00000261701","HAVANA","gene",NA,NA,"ENSG00000261701","protein_coding","HPR","2","HGNC:5156","OTTHUMG00000173010.4"
"ENSG00000261732","HAVANA","gene",NA,NA,"ENSG00000261732","protein_coding","AL031708.1","2",NA,"OTTHUMG00000176609.2"
"ENSG00000261740","HAVANA","gene",NA,NA,"ENSG00000261740","protein_coding","BOLA2-SMG1P6","2","HGNC:53563","OTTHUMG00000176715.2"
"ENSG00000261787","HAVANA","gene",NA,NA,"ENSG00000261787","protein_coding","TCF24","2","HGNC:32275","OTTHUMG00000177282.3"
"ENSG00000261794","HAVANA","gene",NA,NA,"ENSG00000261794","protein_coding","GOLGA8H","2","HGNC:37443","OTTHUMG00000175654.2"
"ENSG00000261873","HAVANA","gene",NA,NA,"ENSG00000261873","protein_coding","SMIM36","2","HGNC:53654","OTTHUMG00000177855.2"
"ENSG00000261884","HAVANA","gene",NA,NA,"ENSG00000261884","protein_coding","AC040162.1","2",NA,"OTTHUMG00000177516.4"
"ENSG00000261934","HAVANA","gene",NA,NA,"ENSG00000261934","protein_coding","PCDHGA9","2","HGNC:8707","OTTHUMG00000177473.2"
"ENSG00000261949","HAVANA","gene",NA,NA,"ENSG00000261949","protein_coding","GFY","2","HGNC:44663","OTTHUMG00000177824.2"
"ENSG00000262152","HAVANA","gene",NA,NA,"ENSG00000262152","protein_coding","LINC00514","2","HGNC:27549","OTTHUMG00000177448.2"
"ENSG00000262165","HAVANA","gene",NA,NA,"ENSG00000262165","protein_coding","AC233723.1","2",NA,"OTTHUMG00000177931.2"
"ENSG00000262179","HAVANA","gene",NA,NA,"ENSG00000262179","protein_coding","MYMX","2","HGNC:52391","OTTHUMG00000177883.4"
"ENSG00000262209","HAVANA","gene",NA,NA,"ENSG00000262209","protein_coding","PCDHGB3","2","HGNC:8710","OTTHUMG00000177471.5"
"ENSG00000262246","HAVANA","gene",NA,NA,"ENSG00000262246","protein_coding","CORO7","1","HGNC:26161","OTTHUMG00000129465.6"
"ENSG00000262406","HAVANA","gene",NA,NA,"ENSG00000262406","protein_coding","MMP12","2","HGNC:7158","OTTHUMG00000165848.4"
"ENSG00000262484","HAVANA","gene",NA,NA,"ENSG00000262484","protein_coding","CCER2","2","HGNC:44662","OTTHUMG00000177374.1"
"ENSG00000262576","HAVANA","gene",NA,NA,"ENSG00000262576","protein_coding","PCDHGA4","2","HGNC:8702","OTTHUMG00000177593.4"
"ENSG00000262655","HAVANA","gene",NA,NA,"ENSG00000262655","protein_coding","SPON1","2","HGNC:11252","OTTHUMG00000181576.4"
"ENSG00000262814","HAVANA","gene",NA,NA,"ENSG00000262814","protein_coding","MRPL12","2","HGNC:10378","OTTHUMG00000178171.2"
"ENSG00000262874","HAVANA","gene",NA,NA,"ENSG00000262874","protein_coding","C19orf84","2","HGNC:27112","OTTHUMG00000177322.4"
"ENSG00000262919","HAVANA","gene",NA,NA,"ENSG00000262919","protein_coding","CCNQ","2","HGNC:28434","OTTHUMG00000024206.8"
"ENSG00000263001","HAVANA","gene",NA,NA,"ENSG00000263001","protein_coding","GTF2I","2","HGNC:4659","OTTHUMG00000156237.8"
"ENSG00000263002","HAVANA","gene",NA,NA,"ENSG00000263002","protein_coding","ZNF234","2","HGNC:13027","OTTHUMG00000182337.5"
"ENSG00000263155","HAVANA","gene",NA,NA,"ENSG00000263155","protein_coding","MYZAP","2","HGNC:43444","OTTHUMG00000132453.8"
"ENSG00000263264","HAVANA","gene",NA,NA,"ENSG00000263264","protein_coding","AC119396.1","1",NA,"OTTHUMG00000177340.5"
"ENSG00000263465","HAVANA","gene",NA,NA,"ENSG00000263465","protein_coding","SRSF8","2","HGNC:16988","OTTHUMG00000188534.3"
"ENSG00000263513","HAVANA","gene",NA,NA,"ENSG00000263513","protein_coding","FAM72C","2","HGNC:30602","OTTHUMG00000041029.3"
"ENSG00000263528","HAVANA","gene",NA,NA,"ENSG00000263528","protein_coding","IKBKE","2","HGNC:14552","OTTHUMG00000184613.2"
"ENSG00000263639","HAVANA","gene",NA,NA,"ENSG00000263639","protein_coding","MSMB","2","HGNC:7372","OTTHUMG00000188315.4"
"ENSG00000263874","HAVANA","gene",NA,NA,"ENSG00000263874","protein_coding","LINC00672","2","HGNC:44353","OTTHUMG00000178440.3"
"ENSG00000263956","HAVANA","gene",NA,NA,"ENSG00000263956","protein_coding","NBPF11","2","HGNC:31993","OTTHUMG00000013880.10"
"ENSG00000263961","HAVANA","gene",NA,NA,"ENSG00000263961","protein_coding","RHEX","2","HGNC:25341","OTTHUMG00000192556.2"
"ENSG00000264230","HAVANA","gene",NA,NA,"ENSG00000264230","protein_coding","ANXA8L1","2","HGNC:23334","OTTHUMG00000018131.6"
"ENSG00000264343","HAVANA","gene",NA,NA,"ENSG00000264343","protein_coding","NOTCH2NLA","2","HGNC:31862","OTTHUMG00000013754.5"
"ENSG00000264364","HAVANA","gene",NA,NA,"ENSG00000264364","protein_coding","DYNLL2","2","HGNC:24596","OTTHUMG00000178783.3"
"ENSG00000264522","HAVANA","gene",NA,NA,"ENSG00000264522","protein_coding","OTUD7B","2","HGNC:16683","OTTHUMG00000012291.7"
"ENSG00000265107","HAVANA","gene",NA,NA,"ENSG00000265107","protein_coding","GJA5","2","HGNC:4279","OTTHUMG00000014020.6"
"ENSG00000265190","HAVANA","gene",NA,NA,"ENSG00000265190","protein_coding","ANXA8","2","HGNC:546","OTTHUMG00000188209.3"
"ENSG00000265241","HAVANA","gene",NA,NA,"ENSG00000265241","protein_coding","RBM8A","2","HGNC:9905","OTTHUMG00000013736.7"
"ENSG00000265354","HAVANA","gene",NA,NA,"ENSG00000265354","protein_coding","TIMM23","2","HGNC:17312","OTTHUMG00000188299.2"
"ENSG00000265491","HAVANA","gene",NA,NA,"ENSG00000265491","protein_coding","RNF115","2","HGNC:18154","OTTHUMG00000013758.7"
"ENSG00000265590","HAVANA","gene",NA,NA,"ENSG00000265590","protein_coding","CFAP298-TCP10L","2","HGNC:54636","OTTHUMG00000064928.14"
"ENSG00000265681","HAVANA","gene",NA,NA,"ENSG00000265681","protein_coding","RPL17","2","HGNC:10307","OTTHUMG00000179680.6"
"ENSG00000265763","HAVANA","gene",NA,NA,"ENSG00000265763","protein_coding","ZNF488","2","HGNC:23535","OTTHUMG00000188322.2"
"ENSG00000265808","HAVANA","gene",NA,NA,"ENSG00000265808","protein_coding","SEC22B","2","HGNC:10700","OTTHUMG00000185008.4"
"ENSG00000265817","HAVANA","gene",NA,NA,"ENSG00000265817","protein_coding","FSBP","2","HGNC:43653","OTTHUMG00000178341.2"
"ENSG00000265972","HAVANA","gene",NA,NA,"ENSG00000265972","protein_coding","TXNIP","2","HGNC:16952","OTTHUMG00000013755.7"
"ENSG00000266028","HAVANA","gene",NA,NA,"ENSG00000266028","protein_coding","SRGAP2","2","HGNC:19751","OTTHUMG00000184381.5"
"ENSG00000266074","HAVANA","gene",NA,NA,"ENSG00000266074","protein_coding","BAHCC1","2","HGNC:29279","OTTHUMG00000184171.3"
"ENSG00000266094","HAVANA","gene",NA,NA,"ENSG00000266094","protein_coding","RASSF5","2","HGNC:17609","OTTHUMG00000184616.3"
"ENSG00000266173","HAVANA","gene",NA,NA,"ENSG00000266173","protein_coding","STRADA","1","HGNC:30172","OTTHUMG00000178908.13"
"ENSG00000266265","HAVANA","gene",NA,NA,"ENSG00000266265","protein_coding","KLF14","2","HGNC:23025","OTTHUMG00000188298.2"
"ENSG00000266302","HAVANA","gene",NA,NA,"ENSG00000266302","protein_coding","AC098850.3","2",NA,"OTTHUMG00000179236.1"
"ENSG00000266338","HAVANA","gene",NA,NA,"ENSG00000266338","protein_coding","NBPF15","2","HGNC:28791","OTTHUMG00000013634.13"
"ENSG00000266412","HAVANA","gene",NA,NA,"ENSG00000266412","protein_coding","NCOA4","2","HGNC:7671","OTTHUMG00000188314.1"
"ENSG00000266472","HAVANA","gene",NA,NA,"ENSG00000266472","protein_coding","MRPS21","2","HGNC:14046","OTTHUMG00000012544.4"
"ENSG00000266524","HAVANA","gene",NA,NA,"ENSG00000266524","protein_coding","GDF10","2","HGNC:4215","OTTHUMG00000188319.2"
"ENSG00000266714","HAVANA","gene",NA,NA,"ENSG00000266714","protein_coding","MYO15B","2","HGNC:14083","OTTHUMG00000179794.10"
"ENSG00000266964","HAVANA","gene",NA,NA,"ENSG00000266964","protein_coding","FXYD1","2","HGNC:4025","OTTHUMG00000182359.2"
"ENSG00000266967","HAVANA","gene",NA,NA,"ENSG00000266967","protein_coding","AARSD1","2","HGNC:28417","OTTHUMG00000153515.9"
"ENSG00000267041","HAVANA","gene",NA,NA,"ENSG00000267041","protein_coding","ZNF850","2","HGNC:27994","OTTHUMG00000180899.2"
"ENSG00000267060","HAVANA","gene",NA,NA,"ENSG00000267060","protein_coding","PTGES3L","2","HGNC:43943","OTTHUMG00000180906.1"
"ENSG00000267127","HAVANA","gene",NA,NA,"ENSG00000267127","protein_coding","AC090360.1","2",NA,"OTTHUMG00000180377.2"
"ENSG00000267221","HAVANA","gene",NA,NA,"ENSG00000267221","protein_coding","C17orf113","2","HGNC:53437","OTTHUMG00000180103.3"
"ENSG00000267281","HAVANA","gene",NA,NA,"ENSG00000267281","protein_coding","ATF7-NPFF","2",NA,"OTTHUMG00000182349.1"
"ENSG00000267385","HAVANA","gene",NA,NA,"ENSG00000267385","protein_coding","AC011498.4","2",NA,"OTTHUMG00000182009.1"
"ENSG00000267508","HAVANA","gene",NA,NA,"ENSG00000267508","protein_coding","ZNF285","2","HGNC:13079","OTTHUMG00000178848.6"
"ENSG00000267534","HAVANA","gene",NA,NA,"ENSG00000267534","protein_coding","S1PR2","2","HGNC:3169","OTTHUMG00000180399.3"
"ENSG00000267673","HAVANA","gene",NA,NA,"ENSG00000267673","protein_coding","FDX2","2","HGNC:30546","OTTHUMG00000141299.4"
"ENSG00000267680","HAVANA","gene",NA,NA,"ENSG00000267680","protein_coding","ZNF224","2","HGNC:13017","OTTHUMG00000182313.4"
"ENSG00000267710","HAVANA","gene",NA,NA,"ENSG00000267710","protein_coding","EDDM13","2","HGNC:53168","OTTHUMG00000182076.6"
"ENSG00000267795","HAVANA","gene",NA,NA,"ENSG00000267795","protein_coding","SMIM22","2","HGNC:48329","OTTHUMG00000177849.3"
"ENSG00000267796","HAVANA","gene",NA,NA,"ENSG00000267796","protein_coding","LIN37","1","HGNC:33234","OTTHUMG00000182070.9"
"ENSG00000267855","HAVANA","gene",NA,NA,"ENSG00000267855","protein_coding","NDUFA7","2","HGNC:7691","OTTHUMG00000182459.3"
"ENSG00000267909","HAVANA","gene",NA,NA,"ENSG00000267909","protein_coding","CCDC177","2","HGNC:23243","OTTHUMG00000187379.2"
"ENSG00000267978","HAVANA","gene",NA,NA,"ENSG00000267978","protein_coding","MAGEA9B","2","HGNC:31909","OTTHUMG00000188533.3"
"ENSG00000268041","HAVANA","gene",NA,NA,"ENSG00000268041","protein_coding","ERFL","2","HGNC:53894","OTTHUMG00000182736.2"
"ENSG00000268043","HAVANA","gene",NA,NA,"ENSG00000268043","protein_coding","NBPF12","2","HGNC:24297","OTTHUMG00000043708.7"
"ENSG00000268089","HAVANA","gene",NA,NA,"ENSG00000268089","protein_coding","GABRQ","2","HGNC:14454","OTTHUMG00000022649.5"
"ENSG00000268104","HAVANA","gene",NA,NA,"ENSG00000268104","protein_coding","SLC6A14","2","HGNC:11047","OTTHUMG00000022245.4"
"ENSG00000268182","HAVANA","gene",NA,NA,"ENSG00000268182","protein_coding","SMIM17","2","HGNC:27114","OTTHUMG00000177861.2"
"ENSG00000268223","HAVANA","gene",NA,NA,"ENSG00000268223","protein_coding","ARL14EPL","2","HGNC:44201","OTTHUMG00000182725.4"
"ENSG00000268279","HAVANA","gene",NA,NA,"ENSG00000268279","protein_coding","AC090004.1","2",NA,"OTTHUMG00000182442.3"
"ENSG00000268320","HAVANA","gene",NA,NA,"ENSG00000268320","protein_coding","SCGB1C2","2","HGNC:51242","OTTHUMG00000189257.1"
"ENSG00000268350","HAVANA","gene",NA,NA,"ENSG00000268350","protein_coding","FAM156A","2","HGNC:30114","OTTHUMG00000188220.5"
"ENSG00000268655","HAVANA","gene",NA,NA,"ENSG00000268655","protein_coding","AC008687.4","2",NA,"OTTHUMG00000183335.2"
"ENSG00000268696","HAVANA","gene",NA,NA,"ENSG00000268696","protein_coding","ZNF723","2","HGNC:32286","OTTHUMG00000183120.3"
"ENSG00000268902","HAVANA","gene",NA,NA,"ENSG00000268902","protein_coding","CSAG2","2","HGNC:16847","OTTHUMG00000022641.6"
"ENSG00000268916","HAVANA","gene",NA,NA,"ENSG00000268916","protein_coding","CSAG3","2","HGNC:26237","OTTHUMG00000188381.2"
"ENSG00000268940","HAVANA","gene",NA,NA,"ENSG00000268940","protein_coding","CT45A1","2","HGNC:33267","OTTHUMG00000188602.1"
"ENSG00000268964","HAVANA","gene",NA,NA,"ENSG00000268964","protein_coding","ERVV-2","2","HGNC:39051","OTTHUMG00000182943.3"
"ENSG00000269028","HAVANA","gene",NA,NA,"ENSG00000269028","protein_coding","MTRNR2L12","2","HGNC:37169","OTTHUMG00000175726.3"
"ENSG00000269058","HAVANA","gene",NA,NA,"ENSG00000269058","protein_coding","CALR3","1","HGNC:20407","OTTHUMG00000152571.4"
"ENSG00000269067","HAVANA","gene",NA,NA,"ENSG00000269067","protein_coding","ZNF728","1","HGNC:32463","OTTHUMG00000183124.3"
"ENSG00000269096","HAVANA","gene",NA,NA,"ENSG00000269096","protein_coding","CT45A3","2","HGNC:33268","OTTHUMG00000022489.6"
"ENSG00000269113","HAVANA","gene",NA,NA,"ENSG00000269113","protein_coding","TRABD2B","2","HGNC:44200","OTTHUMG00000007960.4"
"ENSG00000269190","HAVANA","gene",NA,NA,"ENSG00000269190","protein_coding","FBXO17","2","HGNC:18754","OTTHUMG00000182718.4"
"ENSG00000269226","HAVANA","gene",NA,NA,"ENSG00000269226","protein_coding","TMSB15B","2",NA,"OTTHUMG00000188508.2"
"ENSG00000269313","HAVANA","gene",NA,NA,"ENSG00000269313","protein_coding","MAGIX","2","HGNC:30006","OTTHUMG00000188218.11"
"ENSG00000269335","HAVANA","gene",NA,NA,"ENSG00000269335","protein_coding","IKBKG","2","HGNC:5961","OTTHUMG00000024234.17"
"ENSG00000269343","HAVANA","gene",NA,NA,"ENSG00000269343","protein_coding","ZNF587B","2","HGNC:37142","OTTHUMG00000183479.6"
"ENSG00000269404","HAVANA","gene",NA,NA,"ENSG00000269404","protein_coding","SPIB","1","HGNC:11242","OTTHUMG00000183039.3"
"ENSG00000269526","HAVANA","gene",NA,NA,"ENSG00000269526","protein_coding","ERVV-1","2","HGNC:26501","OTTHUMG00000182942.1"
"ENSG00000269556","HAVANA","gene",NA,NA,"ENSG00000269556","protein_coding","TMEM185A","2","HGNC:17125","OTTHUMG00000022625.11"
"ENSG00000269586","HAVANA","gene",NA,NA,"ENSG00000269586","protein_coding","CT45A10","2","HGNC:51263","OTTHUMG00000022494.6"
"ENSG00000269699","HAVANA","gene",NA,NA,"ENSG00000269699","protein_coding","ZIM2","2","HGNC:12875","OTTHUMG00000171953.13"
"ENSG00000269713","HAVANA","gene",NA,NA,"ENSG00000269713","protein_coding","NBPF9","2","HGNC:31991","OTTHUMG00000013845.9"
"ENSG00000269720","HAVANA","gene",NA,NA,"ENSG00000269720","protein_coding","CCDC194","2","HGNC:53438","OTTHUMG00000191663.1"
"ENSG00000269743","HAVANA","gene",NA,NA,"ENSG00000269743","protein_coding","SLC25A53","2","HGNC:31894","OTTHUMG00000022124.4"
"ENSG00000269755","HAVANA","gene",NA,NA,"ENSG00000269755","protein_coding","AC008758.6","2",NA,"OTTHUMG00000182413.1"
"ENSG00000269855","HAVANA","gene",NA,NA,"ENSG00000269855","protein_coding","RNF225","2","HGNC:51249","OTTHUMG00000189258.2"
"ENSG00000269858","HAVANA","gene",NA,NA,"ENSG00000269858","protein_coding","EGLN2","1","HGNC:14660","OTTHUMG00000182703.6"
"ENSG00000269964","HAVANA","gene",NA,NA,"ENSG00000269964","protein_coding","MEI4","2","HGNC:43638","OTTHUMG00000153472.4"
"ENSG00000270011","HAVANA","gene",NA,NA,"ENSG00000270011","protein_coding","ZNF559-ZNF177","2","HGNC:42964","OTTHUMG00000183958.5"
"ENSG00000270149","HAVANA","gene",NA,NA,"ENSG00000270149","protein_coding","AL591806.2","2",NA,"OTTHUMG00000183896.1"
"ENSG00000270170","HAVANA","gene",NA,NA,"ENSG00000270170","protein_coding","NCBP2AS2","2","HGNC:25121","OTTHUMG00000184107.3"
"ENSG00000270188","HAVANA","gene",NA,NA,"ENSG00000270188","protein_coding","MTRNR2L11","2","HGNC:37168","OTTHUMG00000184992.1"
"ENSG00000270276","HAVANA","gene",NA,NA,"ENSG00000270276","protein_coding","H4C15","2","HGNC:29607","OTTHUMG00000188201.2"
"ENSG00000270299","HAVANA","gene",NA,NA,"ENSG00000270299","protein_coding","AL121758.1","1",NA,"OTTHUMG00000184659.2"
"ENSG00000270379","HAVANA","gene",NA,NA,"ENSG00000270379","protein_coding","HEATR9","2","HGNC:26548","OTTHUMG00000188393.4"
"ENSG00000270629","HAVANA","gene",NA,NA,"ENSG00000270629","protein_coding","NBPF14","2","HGNC:25232","OTTHUMG00000188198.5"
"ENSG00000270647","HAVANA","gene",NA,NA,"ENSG00000270647","protein_coding","TAF15","2","HGNC:11547","OTTHUMG00000188384.3"
"ENSG00000270672","HAVANA","gene",NA,NA,"ENSG00000270672","protein_coding","MTRNR2L6","2","HGNC:37163","OTTHUMG00000184977.2"
"ENSG00000270765","HAVANA","gene",NA,NA,"ENSG00000270765","protein_coding","GAS2L2","2","HGNC:24846","OTTHUMG00000188386.1"
"ENSG00000270806","HAVANA","gene",NA,NA,"ENSG00000270806","protein_coding","C17orf50","2","HGNC:29581","OTTHUMG00000188389.2"
"ENSG00000270882","HAVANA","gene",NA,NA,"ENSG00000270882","protein_coding","H4C14","2","HGNC:4794","OTTHUMG00000012189.8"
"ENSG00000270885","HAVANA","gene",NA,NA,"ENSG00000270885","protein_coding","RASL10B","2","HGNC:30295","OTTHUMG00000188385.2"
"ENSG00000271079","HAVANA","gene",NA,NA,"ENSG00000271079","protein_coding","CTAGE15","2","HGNC:37295","OTTHUMG00000153233.2"
"ENSG00000271092","HAVANA","gene",NA,NA,"ENSG00000271092","protein_coding","TLCD4-RWDD3","2","HGNC:49388","OTTHUMG00000184628.1"
"ENSG00000271303","HAVANA","gene",NA,NA,"ENSG00000271303","protein_coding","SRXN1","2","HGNC:16132","OTTHUMG00000031644.5"
"ENSG00000271425","HAVANA","gene",NA,NA,"ENSG00000271425","protein_coding","NBPF10","2","HGNC:31992","OTTHUMG00000013757.25"
"ENSG00000271447","HAVANA","gene",NA,NA,"ENSG00000271447","protein_coding","MMP28","2","HGNC:14366","OTTHUMG00000188387.3"
"ENSG00000271503","HAVANA","gene",NA,NA,"ENSG00000271503","protein_coding","CCL5","2","HGNC:10632","OTTHUMG00000188396.6"
"ENSG00000271601","HAVANA","gene",NA,NA,"ENSG00000271601","protein_coding","LIX1L","2","HGNC:28715","OTTHUMG00000013741.4"
"ENSG00000271605","HAVANA","gene",NA,NA,"ENSG00000271605","protein_coding","MILR1","2","HGNC:27570","OTTHUMG00000185198.5"
"ENSG00000271723","HAVANA","gene",NA,NA,"ENSG00000271723","protein_coding","MROH7-TTC4","2","HGNC:49180","OTTHUMG00000185328.1"
"ENSG00000271824","HAVANA","gene",NA,NA,"ENSG00000271824","protein_coding","SMIM32","2","HGNC:53640","OTTHUMG00000185564.3"
"ENSG00000272031","HAVANA","gene",NA,NA,"ENSG00000272031","protein_coding","ANKRD34A","2","HGNC:27639","OTTHUMG00000013740.6"
"ENSG00000272047","HAVANA","gene",NA,NA,"ENSG00000272047","protein_coding","GTF2H5","2","HGNC:21157","OTTHUMG00000015906.4"
"ENSG00000272196","HAVANA","gene",NA,NA,"ENSG00000272196","protein_coding","H2AC19","2","HGNC:29668","OTTHUMG00000012097.1"
"ENSG00000272305","HAVANA","gene",NA,NA,"ENSG00000272305","protein_coding","AC096887.1","2",NA,"OTTHUMG00000185626.1"
"ENSG00000272325","HAVANA","gene",NA,NA,"ENSG00000272325","protein_coding","NUDT3","2","HGNC:8050","OTTHUMG00000014545.3"
"ENSG00000272333","HAVANA","gene",NA,NA,"ENSG00000272333","protein_coding","KMT2B","2","HGNC:15840","OTTHUMG00000048119.11"
"ENSG00000272391","HAVANA","gene",NA,NA,"ENSG00000272391","protein_coding","POM121C","2","HGNC:34005","OTTHUMG00000156238.11"
"ENSG00000272398","HAVANA","gene",NA,NA,"ENSG00000272398","protein_coding","CD24","2","HGNC:1645","OTTHUMG00000188439.3"
"ENSG00000272442","HAVANA","gene",NA,NA,"ENSG00000272442","protein_coding","AL353588.1","2",NA,"OTTHUMG00000185389.1"
"ENSG00000272514","HAVANA","gene",NA,NA,"ENSG00000272514","protein_coding","CFAP206","2","HGNC:21405","OTTHUMG00000015173.4"
"ENSG00000272602","HAVANA","gene",NA,NA,"ENSG00000272602","protein_coding","ZNF595","2","HGNC:27196","OTTHUMG00000159865.6"
"ENSG00000272636","HAVANA","gene",NA,NA,"ENSG00000272636","protein_coding","DOC2B","2","HGNC:2986","OTTHUMG00000154415.5"
"ENSG00000272674","HAVANA","gene",NA,NA,"ENSG00000272674","protein_coding","PCDHB16","2","HGNC:14546","OTTHUMG00000188325.4"
"ENSG00000272886","HAVANA","gene",NA,NA,"ENSG00000272886","protein_coding","DCP1A","2","HGNC:18714","OTTHUMG00000158193.8"
"ENSG00000272899","HAVANA","gene",NA,NA,"ENSG00000272899","protein_coding","ATP6V1FNB","2","HGNC:52392","OTTHUMG00000158367.4"
"ENSG00000273045","HAVANA","gene",NA,NA,"ENSG00000273045","protein_coding","C2orf15","2","HGNC:28436","OTTHUMG00000130635.5"
"ENSG00000273079","HAVANA","gene",NA,NA,"ENSG00000273079","protein_coding","GRIN2B","2","HGNC:4586","OTTHUMG00000137373.11"
"ENSG00000273136","HAVANA","gene",NA,NA,"ENSG00000273136","protein_coding","NBPF26","2","HGNC:49571","OTTHUMG00000189374.4"
"ENSG00000273173","HAVANA","gene",NA,NA,"ENSG00000273173","protein_coding","SNURF","2","HGNC:11171","OTTHUMG00000186421.34"
"ENSG00000273213","HAVANA","gene",NA,NA,"ENSG00000273213","protein_coding","H3-2","2","HGNC:32060","OTTHUMG00000041033.6"
"ENSG00000273259","HAVANA","gene",NA,NA,"ENSG00000273259","protein_coding","AL049839.2","2",NA,"OTTHUMG00000186018.1"
"ENSG00000273274","HAVANA","gene",NA,NA,"ENSG00000273274","protein_coding","ZBTB8B","2","HGNC:37057","OTTHUMG00000167087.3"
"ENSG00000273291","HAVANA","gene",NA,NA,"ENSG00000273291","protein_coding","AC092042.3","2",NA,"OTTHUMG00000156448.10"
"ENSG00000273540","HAVANA","gene",NA,NA,"ENSG00000273540","protein_coding","AGBL1","2","HGNC:26504","OTTHUMG00000149978.7"
"ENSG00000273542","HAVANA","gene",NA,NA,"ENSG00000273542","protein_coding","H4C12","2","HGNC:4784","OTTHUMG00000014488.2"
"ENSG00000273559","HAVANA","gene",NA,NA,"ENSG00000273559","protein_coding","CWC25","2","HGNC:25989","OTTHUMG00000188505.2"
"ENSG00000273604","HAVANA","gene",NA,NA,"ENSG00000273604","protein_coding","EPOP","2","HGNC:34493","OTTHUMG00000188495.2"
"ENSG00000273611","HAVANA","gene",NA,NA,"ENSG00000273611","protein_coding","ZNHIT3","2","HGNC:12309","OTTHUMG00000188436.4"
"ENSG00000273703","HAVANA","gene",NA,NA,"ENSG00000273703","protein_coding","H2BC14","2","HGNC:4750","OTTHUMG00000014489.2"
"ENSG00000273706","HAVANA","gene",NA,NA,"ENSG00000273706","protein_coding","LHX1","2","HGNC:6593","OTTHUMG00000188456.2"
"ENSG00000273749","HAVANA","gene",NA,NA,"ENSG00000273749","protein_coding","CYFIP1","2","HGNC:13759","OTTHUMG00000129100.8"
"ENSG00000273802","HAVANA","gene",NA,NA,"ENSG00000273802","protein_coding","H2BC8","2","HGNC:4746","OTTHUMG00000014446.3"
"ENSG00000273820","HAVANA","gene",NA,NA,"ENSG00000273820","protein_coding","USP27X","2","HGNC:13486","OTTHUMG00000189037.3"
"ENSG00000273841","HAVANA","gene",NA,NA,"ENSG00000273841","protein_coding","TAF9","2","HGNC:11542","OTTHUMG00000099359.8"
"ENSG00000273899","HAVANA","gene",NA,NA,"ENSG00000273899","protein_coding","NOL12","2","HGNC:28585","OTTHUMG00000150660.6"
"ENSG00000273983","HAVANA","gene",NA,NA,"ENSG00000273983","protein_coding","H3C8","2","HGNC:4772","OTTHUMG00000014436.2"
"ENSG00000274070","HAVANA","gene",NA,NA,"ENSG00000274070","protein_coding","CASTOR2","2","HGNC:37073","OTTHUMG00000181541.3"
"ENSG00000274180","HAVANA","gene",NA,NA,"ENSG00000274180","protein_coding","NATD1","2","HGNC:30770","OTTHUMG00000130764.7"
"ENSG00000274209","HAVANA","gene",NA,NA,"ENSG00000274209","protein_coding","ANTXRL","2","HGNC:27277","OTTHUMG00000188318.4"
"ENSG00000274211","HAVANA","gene",NA,NA,"ENSG00000274211","protein_coding","SOCS7","2","HGNC:29846","OTTHUMG00000188546.4"
"ENSG00000274276","HAVANA","gene",NA,NA,"ENSG00000274276","protein_coding","CBSL","2","HGNC:51829","OTTHUMG00000189375.2"
"ENSG00000274286","HAVANA","gene",NA,NA,"ENSG00000274286","protein_coding","ADRA2B","2","HGNC:282","OTTHUMG00000188276.2"
"ENSG00000274290","HAVANA","gene",NA,NA,"ENSG00000274290","protein_coding","H2BC6","2","HGNC:4753","OTTHUMG00000014427.2"
"ENSG00000274322","HAVANA","gene",NA,NA,"ENSG00000274322","protein_coding","AL136531.2","2",NA,"OTTHUMG00000186553.2"
"ENSG00000274349","HAVANA","gene",NA,NA,"ENSG00000274349","protein_coding","ZNF658","2","HGNC:25226","OTTHUMG00000188361.2"
"ENSG00000274386","HAVANA","gene",NA,NA,"ENSG00000274386","protein_coding","TMEM269","2","HGNC:52381","OTTHUMG00000188150.3"
"ENSG00000274443","HAVANA","gene",NA,NA,"ENSG00000274443","protein_coding","C8orf89","2","HGNC:51258","OTTHUMG00000189250.2"
"ENSG00000274512","HAVANA","gene",NA,NA,"ENSG00000274512","protein_coding","TBC1D3L","2","HGNC:51246","OTTHUMG00000188482.1"
"ENSG00000274523","HAVANA","gene",NA,NA,"ENSG00000274523","protein_coding","RCC1L","2","HGNC:14948","OTTHUMG00000130373.6"
"ENSG00000274588","HAVANA","gene",NA,NA,"ENSG00000274588","protein_coding","DGKK","2","HGNC:32395","OTTHUMG00000021520.5"
"ENSG00000274618","HAVANA","gene",NA,NA,"ENSG00000274618","protein_coding","H4C6","2","HGNC:4783","OTTHUMG00000014443.2"
"ENSG00000274641","HAVANA","gene",NA,NA,"ENSG00000274641","protein_coding","H2BC17","2","HGNC:4758","OTTHUMG00000014493.2"
"ENSG00000274736","HAVANA","gene",NA,NA,"ENSG00000274736","protein_coding","CCL23","2","HGNC:10622","OTTHUMG00000188409.2"
